framework,model,site,params,bit_len,prove_s,verify_s,inference_s,context_s,proof_kb,peak_mem_mb,wall_s,affine_recon_err,mse_float,verified
deepprove,linear,160,4632,12,0.97,0.018,0.001,0.441,40.033203125,4174.6,1.549,3.5762786865234375e-07,0.024594,True
deepprove,linear,161,4632,12,0.81,0.018,0.001,0.392,40.033203125,4174.6,1.337,2.384185791015625e-07,0.026126,True
deepprove,linear,162,4632,12,1.128,0.018,0.001,0.35,40.033203125,4174.6,1.61,3.5762786865234375e-07,0.014894,True
deepprove,linear,163,4632,12,1.061,0.017,0.001,0.397,40.033203125,4174.6,1.584,5.960464477539062e-07,0.031928,True
deepprove,linear,164,4632,12,0.835,0.02,0.001,0.373,40.033203125,4174.6,1.344,5.960464477539062e-07,0.022697,True
deepprove,linear,165,4632,12,0.923,0.019,0.001,0.349,40.033203125,4174.6,1.409,4.76837158203125e-07,0.032182,True
deepprove,linear,166,4632,12,0.965,0.019,0.001,0.388,40.033203125,4174.6,1.49,3.5762786865234375e-07,0.039037,True
deepprove,linear,167,4632,12,0.887,0.016,0.001,0.461,40.033203125,4174.6,1.482,7.152557373046875e-07,0.006279,True
deepprove,linear,168,4632,12,0.847,0.018,0.001,0.389,40.033203125,4174.6,1.372,5.960464477539062e-07,0.025075,True
deepprove,linear,169,4632,12,0.831,0.016,0.001,0.357,40.033203125,4174.6,1.319,5.960464477539062e-07,0.037226,True
deepprove,linear,170,4632,12,1.046,0.017,0.001,0.387,40.033203125,4174.6,1.563,3.5762786865234375e-07,0.056633,True
deepprove,linear,171,4632,12,0.831,0.016,0.001,0.386,40.033203125,4174.6,1.341,4.76837158203125e-07,0.034602,True
deepprove,linear,172,4632,12,0.847,0.018,0.001,0.359,40.033203125,4174.6,1.337,4.76837158203125e-07,0.017777,True
deepprove,linear,173,4632,12,0.955,0.02,0.001,0.382,40.033203125,4174.6,1.475,3.5762786865234375e-07,0.03746,True
deepprove,linear,174,4632,12,0.863,0.027,0.001,0.432,40.033203125,4174.6,1.442,2.384185791015625e-07,0.009102,True
deepprove,linear,175,4632,12,0.962,0.018,0.001,0.384,40.033203125,4174.6,1.481,3.5762786865234375e-07,0.007313,True
deepprove,linear,176,4632,12,1.044,0.02,0.001,0.432,40.033203125,4174.6,1.621,2.384185791015625e-07,0.009337,True
deepprove,linear,177,4632,12,0.904,0.018,0.001,0.619,40.033203125,4174.6,1.666,3.5762786865234375e-07,0.01129,True
deepprove,linear,178,4632,12,0.907,0.018,0.001,0.457,40.033203125,4174.6,1.501,4.76837158203125e-07,0.01293,True
deepprove,linear,179,4632,12,0.836,0.017,0.001,0.386,40.033203125,4174.6,1.356,4.76837158203125e-07,0.016782,True
deepprove,linear,180,4632,12,1.056,0.016,0.001,0.392,40.033203125,4174.6,1.579,2.384185791015625e-07,0.013409,True
deepprove,linear,181,4632,12,0.88,0.019,0.001,0.385,40.033203125,4174.6,1.403,2.384185791015625e-07,0.009558,True
deepprove,linear,182,4632,12,1.158,0.017,0.001,0.355,40.033203125,4174.6,1.647,1.7881393432617188e-07,0.000276,True
deepprove,linear,183,4632,12,1.038,0.018,0.001,0.373,40.033203125,4174.6,1.547,4.76837158203125e-07,0.041701,True
deepprove,linear,184,4632,12,0.943,0.017,0.001,0.35,40.033203125,4174.6,1.425,4.172325134277344e-07,0.019403,True
deepprove,linear,185,4632,12,0.845,0.018,0.001,0.381,40.033203125,4174.6,1.358,3.5762786865234375e-07,0.012778,True
deepprove,linear,186,4632,12,0.858,0.019,0.001,0.351,40.033203125,4174.6,1.343,4.76837158203125e-07,0.007074,True
deepprove,linear,187,4632,12,0.927,0.018,0.001,0.49,40.033203125,4174.6,1.552,3.5762786865234375e-07,0.019416,True
deepprove,linear,188,4632,12,0.859,0.016,0.001,0.414,40.033203125,4174.6,1.405,1.1920928955078125e-07,0.263502,True
deepprove,linear,189,4632,12,0.83,0.019,0.001,0.379,40.033203125,4174.6,1.341,3.5762786865234375e-07,0.021377,True
deepprove,linear,190,4632,12,1.085,0.02,0.001,0.365,40.033203125,4174.6,1.583,3.5762786865234375e-07,0.009593,True
deepprove,linear,191,4632,12,0.838,0.02,0.001,0.371,40.033203125,4174.6,1.352,2.384185791015625e-07,0.009209,True
deepprove,linear,192,4632,12,0.812,0.017,0.001,0.357,40.033203125,4174.6,1.302,3.5762786865234375e-07,0.06285,True
deepprove,linear,193,4632,12,0.927,0.021,0.001,0.389,40.033203125,4174.6,1.461,1.1920928955078125e-07,0.014372,True
deepprove,linear,194,4632,12,0.911,0.017,0.001,0.458,40.033203125,4174.6,1.502,3.5762786865234375e-07,0.01437,True
deepprove,linear,195,4632,12,0.871,0.017,0.001,0.369,40.033203125,4174.6,1.368,2.384185791015625e-07,0.156259,True
deepprove,linear,196,4632,12,0.862,0.018,0.001,0.396,40.033203125,4174.6,1.4,3.5762786865234375e-07,0.152014,True
deepprove,linear,197,4632,12,1.087,0.018,0.001,0.37,40.033203125,4174.6,1.587,3.5762786865234375e-07,0.05553,True
deepprove,linear,198,4632,12,0.807,0.018,0.001,0.362,40.033203125,4174.6,1.298,3.5762786865234375e-07,0.016157,True
deepprove,linear,199,4632,12,0.852,0.017,0.001,0.376,40.033203125,4174.6,1.359,4.76837158203125e-07,0.025723,True
deepprove,linear,200,4632,12,0.867,0.02,0.001,0.349,40.033203125,4174.6,1.352,4.76837158203125e-07,0.166822,True
deepprove,linear,201,4632,12,0.909,0.017,0.001,0.476,40.033203125,4174.6,1.513,3.5762786865234375e-07,0.17129,True
deepprove,linear,202,4632,12,0.881,0.016,0.001,0.352,40.033203125,4174.6,1.361,3.5762786865234375e-07,0.011547,True
deepprove,linear,203,4632,12,1.347,0.021,0.001,0.359,40.033203125,4174.6,1.835,3.5762786865234375e-07,0.041798,True
deepprove,linear,204,4632,12,0.987,0.02,0.001,0.451,40.033203125,4174.6,1.586,3.5762786865234375e-07,0.012629,True
deepprove,linear,205,4632,12,0.842,0.018,0.001,0.369,40.033203125,4174.6,1.345,3.5762786865234375e-07,0.025404,True
deepprove,linear,206,4632,12,0.795,0.016,0.001,0.365,40.033203125,4174.6,1.289,7.152557373046875e-07,0.015883,True
deepprove,linear,207,4632,12,1.025,0.02,0.001,0.384,40.033203125,4174.8,1.547,3.5762786865234375e-07,0.021923,True
deepprove,linear,208,4632,12,0.842,0.022,0.001,0.377,40.033203125,4174.6,1.362,4.76837158203125e-07,0.010612,True
deepprove,linear,209,4632,12,0.869,0.017,0.001,0.385,40.033203125,4174.6,1.399,3.5762786865234375e-07,0.041667,True
deepprove,linear,210,4632,12,0.826,0.017,0.001,0.357,40.033203125,4174.6,1.316,3.5762786865234375e-07,0.010328,True
deepprove,linear,211,4632,12,1.017,0.016,0.001,0.452,40.033203125,4174.6,1.596,4.76837158203125e-07,0.017107,True
deepprove,linear,212,4632,12,0.799,0.018,0.001,0.368,40.033203125,4174.6,1.298,4.76837158203125e-07,0.066649,True
deepprove,linear,213,4632,12,0.793,0.019,0.001,0.356,40.033203125,4174.6,1.286,4.172325134277344e-07,0.018303,True
deepprove,linear,214,4632,12,0.939,0.018,0.001,0.351,40.033203125,4174.6,1.424,3.5762786865234375e-07,0.032776,True
deepprove,linear,215,4632,12,0.861,0.019,0.001,0.435,40.033203125,4174.6,1.434,7.152557373046875e-07,0.011708,True
deepprove,linear,216,4632,12,0.873,0.016,0.001,0.406,40.033203125,4174.6,1.419,4.76837158203125e-07,0.026934,True
deepprove,linear,217,4632,12,1.164,0.02,0.001,0.361,40.033203125,4174.8,1.661,5.960464477539062e-07,0.025547,True
deepprove,linear,218,4632,12,1.233,0.018,0.001,0.7,40.033203125,4174.6,2.075,3.5762786865234375e-07,0.040323,True
deepprove,linear,219,4632,12,0.944,0.02,0.001,0.388,40.033203125,4174.6,1.472,5.960464477539062e-07,0.026415,True
deepprove,linear,220,4632,12,0.886,0.018,0.001,0.425,40.033203125,4174.6,1.447,2.384185791015625e-07,0.012848,True
deepprove,linear,221,4632,12,0.91,0.017,0.001,0.472,40.033203125,4174.6,1.513,4.76837158203125e-07,0.02518,True
deepprove,linear,222,4632,12,0.904,0.017,0.001,0.351,40.033203125,4174.6,1.39,3.5762786865234375e-07,0.045405,True
deepprove,linear,223,4632,12,1.222,0.016,0.001,0.368,40.033203125,4174.6,1.72,4.76837158203125e-07,0.073313,True
deepprove,linear,224,4632,12,0.983,0.023,0.001,0.457,40.033203125,4174.6,1.578,3.5762786865234375e-07,0.01255,True
deepprove,linear,225,4632,12,0.875,0.018,0.001,0.425,40.033203125,4174.6,1.435,4.76837158203125e-07,0.03583,True
deepprove,linear,226,4632,12,0.93,0.022,0.001,0.371,40.033203125,4174.7,1.44,5.960464477539062e-07,0.045748,True
deepprove,linear,227,4632,12,1.186,0.016,0.001,0.4,40.033203125,4174.6,1.72,3.5762786865234375e-07,0.192068,True
deepprove,linear,228,4632,12,0.894,0.021,0.001,0.357,40.033203125,4174.6,1.387,4.76837158203125e-07,0.018628,True
deepprove,linear,229,4632,12,0.859,0.017,0.001,0.354,40.033203125,4174.6,1.352,2.384185791015625e-07,0.026582,True
deepprove,linear,230,4632,12,0.864,0.02,0.001,0.391,40.033203125,4174.6,1.393,5.960464477539062e-07,0.038694,True
deepprove,linear,231,4632,12,0.84,0.018,0.001,0.455,40.033203125,4174.6,1.436,3.5762786865234375e-07,0.045253,True
deepprove,linear,232,4632,12,0.814,0.018,0.001,0.387,40.033203125,4174.6,1.337,4.76837158203125e-07,0.04131,True
deepprove,linear,233,4632,12,0.821,0.016,0.001,0.381,40.033203125,4174.6,1.332,4.76837158203125e-07,0.018116,True
deepprove,linear,234,4632,12,1.109,0.018,0.001,0.372,40.033203125,4174.6,1.613,3.5762786865234375e-07,0.043326,True
deepprove,linear,235,4632,12,0.79,0.018,0.001,0.384,40.033203125,4174.6,1.309,5.960464477539062e-07,0.050662,True
deepprove,linear,236,4632,12,0.817,0.017,0.001,0.418,40.033203125,4174.6,1.369,3.5762786865234375e-07,0.112829,True
deepprove,linear,237,4632,12,0.898,0.021,0.001,0.376,40.033203125,4174.6,1.409,3.5762786865234375e-07,0.009059,True
deepprove,linear,238,4632,12,0.852,0.019,0.001,0.464,40.033203125,4174.6,1.452,3.5762786865234375e-07,0.083559,True
deepprove,linear,239,4632,12,0.898,0.016,0.001,0.473,40.033203125,4174.6,1.502,3.5762786865234375e-07,0.011734,True
deepprove,linear,240,4632,12,0.809,0.018,0.001,0.35,40.033203125,4174.6,1.289,4.76837158203125e-07,0.026255,True
deepprove,linear,241,4632,12,1.11,0.016,0.001,0.368,40.033203125,4174.6,1.613,4.172325134277344e-07,0.066332,True
deepprove,linear,242,4632,12,0.85,0.017,0.001,0.356,40.033203125,4174.6,1.336,4.76837158203125e-07,0.029794,True
deepprove,linear,243,4632,12,1.18,0.017,0.001,0.404,40.033203125,4174.6,1.716,5.960464477539062e-07,0.107846,True
deepprove,linear,244,4632,12,0.978,0.019,0.001,0.355,40.033203125,4174.6,1.474,2.384185791015625e-07,0.020953,True
deepprove,linear,245,4632,12,0.887,0.019,0.001,0.403,40.033203125,4174.6,1.425,4.246830940246582e-07,0.056466,True
deepprove,linear,246,4632,12,0.824,0.018,0.001,0.364,40.033203125,4174.6,1.321,2.384185791015625e-07,0.061899,True
deepprove,linear,247,4632,12,0.845,0.017,0.001,0.347,40.033203125,4174.6,1.324,3.5762786865234375e-07,0.027817,True
deepprove,linear,248,4632,12,0.979,0.016,0.003,0.5,40.033203125,4174.6,1.614,5.960464477539062e-07,0.025129,True
deepprove,linear,249,4632,12,0.861,0.019,0.001,0.375,40.033203125,4174.6,1.368,2.384185791015625e-07,0.032855,True
deepprove,linear,250,4632,12,0.832,0.018,0.001,0.377,40.033203125,4174.6,1.349,3.5762786865234375e-07,0.025278,True
deepprove,linear,251,4632,12,1.207,0.016,0.001,0.513,40.033203125,4174.6,1.859,3.5762786865234375e-07,0.025568,True
deepprove,linear,252,4632,12,0.989,0.017,0.001,0.429,40.033203125,4174.6,1.551,3.5762786865234375e-07,0.023245,True
deepprove,linear,253,4632,12,0.854,0.019,0.001,0.402,40.033203125,4174.6,1.39,2.384185791015625e-07,0.009334,True
deepprove,linear,254,4632,12,0.883,0.02,0.001,0.351,40.033203125,4174.6,1.376,4.76837158203125e-07,0.020638,True
deepprove,linear,255,4632,12,0.895,0.016,0.001,0.453,40.033203125,4174.6,1.486,3.5762786865234375e-07,0.037776,True
deepprove,linear,256,4632,12,0.809,0.016,0.001,0.356,40.033203125,4174.6,1.293,3.5762786865234375e-07,0.03765,True
deepprove,linear,257,4632,12,1.097,0.016,0.001,0.364,40.033203125,4174.6,1.598,4.76837158203125e-07,0.024641,True
deepprove,linear,258,4632,12,1.168,0.019,0.001,0.59,40.033203125,4174.6,1.896,2.384185791015625e-07,0.04051,True
deepprove,linear,259,4632,12,1.025,0.018,0.001,0.364,40.033203125,4174.6,1.522,5.960464477539062e-07,0.028029,True
deepprove,linear,260,4632,12,0.806,0.018,0.001,0.395,40.033203125,4174.8,1.332,2.384185791015625e-07,0.079437,True
deepprove,linear,261,4632,12,1.022,0.017,0.001,0.425,40.033203125,4174.6,1.58,3.5762786865234375e-07,0.010887,True
deepprove,linear,262,4632,12,0.786,0.018,0.001,0.395,40.033203125,4174.6,1.314,5.960464477539062e-07,0.019396,True
deepprove,linear,263,4632,12,1.16,0.017,0.001,0.353,40.033203125,4174.6,1.655,2.384185791015625e-07,0.037016,True
deepprove,linear,264,4632,12,1.063,0.019,0.001,0.396,40.033203125,4174.6,1.589,4.76837158203125e-07,0.035376,True
deepprove,linear,265,4632,12,0.889,0.017,0.001,0.385,40.033203125,4174.6,1.402,9.5367431640625e-07,0.016994,True
deepprove,linear,266,4632,12,0.891,0.018,0.001,0.376,40.033203125,4174.6,1.399,2.384185791015625e-07,0.032433,True
deepprove,linear,267,4632,12,0.786,0.02,0.001,0.359,40.033203125,4174.6,1.286,3.5762786865234375e-07,0.013748,True
deepprove,linear,268,4632,12,0.912,0.018,0.001,0.46,40.033203125,4174.6,1.518,3.5762786865234375e-07,0.026342,True
deepprove,linear,269,4632,12,0.846,0.018,0.001,0.381,40.033203125,4174.6,1.365,4.76837158203125e-07,0.016687,True
deepprove,linear,270,4632,12,0.833,0.018,0.001,0.353,40.033203125,4174.6,1.316,3.5762786865234375e-07,0.024354,True
deepprove,linear,271,4632,12,1.033,0.023,0.001,0.399,40.033203125,4174.6,1.583,3.5762786865234375e-07,0.044729,True
deepprove,linear,272,4632,12,0.824,0.018,0.001,0.364,40.033203125,4174.6,1.33,2.384185791015625e-07,0.017016,True
deepprove,linear,273,4632,12,0.901,0.017,0.001,0.341,40.033203125,4174.6,1.373,3.5762786865234375e-07,0.0308,True
deepprove,linear,274,4632,12,0.826,0.018,0.001,0.386,40.033203125,4174.6,1.343,4.76837158203125e-07,0.104596,True
deepprove,linear,275,4632,12,0.981,0.017,0.001,0.466,40.033203125,4174.6,1.582,2.384185791015625e-07,0.085123,True
deepprove,linear,276,4632,12,0.816,0.02,0.0,0.349,40.033203125,4174.6,1.292,4.76837158203125e-07,0.027064,True
deepprove,linear,277,4632,12,0.943,0.016,0.001,0.353,40.033203125,4174.6,1.424,2.384185791015625e-07,0.02955,True
deepprove,linear,278,4632,12,1.102,0.017,0.001,0.398,40.033203125,4174.6,1.631,2.980232238769531e-07,0.016401,True
deepprove,linear,279,4632,12,0.841,0.019,0.001,0.344,40.033203125,4174.6,1.319,2.384185791015625e-07,0.046854,True
deepprove,linear,280,4632,12,0.865,0.017,0.001,0.363,40.033203125,4174.6,1.362,3.5762786865234375e-07,0.027049,True
deepprove,linear,281,4632,12,0.816,0.021,0.001,0.371,40.033203125,4174.6,1.324,4.76837158203125e-07,0.195795,True
deepprove,linear,282,4632,12,0.977,0.019,0.001,0.455,40.033203125,4174.6,1.576,7.152557373046875e-07,0.025277,True
deepprove,linear,283,4632,12,0.799,0.018,0.001,0.352,40.033203125,4174.6,1.285,4.76837158203125e-07,0.011107,True
deepprove,linear,284,4632,12,1.23,0.017,0.001,0.351,40.033203125,4174.6,1.715,5.960464477539062e-07,0.017689,True
deepprove,linear,285,4632,12,1.004,0.017,0.001,0.414,40.033203125,4174.7,1.545,3.5762786865234375e-07,0.00784,True
deepprove,linear,286,4632,12,0.818,0.017,0.001,0.39,40.033203125,4174.6,1.348,3.5762786865234375e-07,0.015587,True
deepprove,linear,287,4632,12,1.019,0.018,0.001,0.471,40.033203125,4174.6,1.63,3.5762786865234375e-07,0.0082,True
deepprove,linear,288,4632,12,1.195,0.02,0.001,0.471,40.033203125,4174.6,1.806,2.384185791015625e-07,0.015914,True
deepprove,linear,289,4632,12,0.953,0.017,0.001,0.39,40.033203125,4174.6,1.475,3.5762786865234375e-07,0.021132,True
deepprove,linear,290,4632,12,0.894,0.019,0.001,0.391,40.033203125,4174.6,1.421,4.76837158203125e-07,0.012761,True
deepprove,linear,291,4632,12,0.92,0.022,0.001,0.353,40.033203125,4174.6,1.414,3.5762786865234375e-07,0.012165,True
deepprove,linear,292,4632,12,0.816,0.018,0.001,0.476,40.033203125,4174.6,1.431,5.960464477539062e-07,0.008781,True
deepprove,linear,293,4632,12,0.836,0.017,0.0,0.366,40.033203125,4174.6,1.333,3.5762786865234375e-07,0.016328,True
deepprove,linear,294,4632,12,0.841,0.021,0.001,0.37,40.033203125,4110.6,1.348,1.7881393432617188e-07,0.027287,True
deepprove,linear,295,4632,12,1.032,0.017,0.001,0.432,40.033203125,4174.6,1.598,2.384185791015625e-07,0.016183,True
deepprove,linear,296,4632,12,0.833,0.017,0.001,0.363,40.033203125,4174.6,1.33,5.960464477539062e-07,0.006301,True
deepprove,linear,297,4632,12,0.883,0.018,0.001,0.375,40.033203125,4174.6,1.396,2.384185791015625e-07,0.00469,True
deepprove,linear,298,4632,12,0.913,0.02,0.001,0.356,40.033203125,4174.6,1.401,4.76837158203125e-07,0.112563,True
deepprove,linear,299,4632,12,0.853,0.017,0.001,0.45,40.033203125,4174.6,1.442,2.980232238769531e-07,0.025423,True
deepprove,linear,300,4632,12,0.81,0.018,0.001,0.366,40.033203125,4174.6,1.31,3.5762786865234375e-07,0.040767,True
deepprove,linear,301,4632,12,0.799,0.017,0.001,0.403,40.033203125,4174.6,1.337,3.5762786865234375e-07,0.029149,True
deepprove,linear,302,4632,12,1.084,0.017,0.001,0.369,40.033203125,4174.6,1.585,4.76837158203125e-07,0.027111,True
deepprove,linear,303,4632,12,0.863,0.018,0.001,0.382,40.033203125,4174.6,1.38,1.7881393432617188e-07,0.024957,True
deepprove,linear,304,4632,12,1.159,0.016,0.001,0.355,40.033203125,4174.6,1.645,5.960464477539062e-07,0.033877,True
deepprove,linear,305,4632,12,1.043,0.019,0.001,0.431,40.033203125,4174.6,1.612,1.7881393432617188e-07,0.024771,True
deepprove,linear,306,4632,12,0.89,0.018,0.001,0.375,40.033203125,4174.6,1.399,5.960464477539062e-07,0.013464,True
deepprove,linear,307,4632,12,0.86,0.019,0.001,0.384,40.033203125,4174.6,1.378,2.384185791015625e-07,0.027818,True
deepprove,linear,308,4632,12,0.838,0.017,0.001,0.354,40.033203125,4174.6,1.326,3.5762786865234375e-07,0.033463,True
deepprove,linear,309,4632,12,0.913,0.018,0.001,0.471,40.033203125,4174.6,1.522,3.5762786865234375e-07,0.020477,True
deepprove,linear,310,4632,12,0.861,0.018,0.001,0.39,40.033203125,4174.6,1.386,2.384185791015625e-07,0.007098,True
deepprove,linear,311,4632,12,0.796,0.019,0.001,0.395,40.033203125,4174.6,1.328,3.5762786865234375e-07,0.028938,True
deepprove,linear,312,4632,12,1.051,0.021,0.001,0.375,40.033203125,4174.6,1.562,3.5762786865234375e-07,0.079533,True
deepprove,linear,313,4632,12,0.836,0.019,0.001,0.39,40.033203125,4174.6,1.368,2.384185791015625e-07,0.004474,True
deepprove,linear,314,4632,12,0.842,0.017,0.001,0.354,40.033203125,4174.6,1.328,3.5762786865234375e-07,0.006754,True
deepprove,linear,315,4632,12,0.821,0.018,0.001,0.355,40.033203125,4174.6,1.306,2.384185791015625e-07,0.025819,True
deepprove,linear,316,4632,12,0.968,0.016,0.001,0.499,40.033203125,4174.6,1.598,2.384185791015625e-07,0.048887,True
deepprove,linear,317,4632,12,0.854,0.016,0.001,0.348,40.033203125,4174.6,1.33,4.172325134277344e-07,0.099897,True
deepprove,linear,318,4632,12,0.882,0.017,0.001,0.38,40.033203125,4174.6,1.392,5.960464477539062e-07,0.100805,True
deepprove,linear,319,4632,12,1.049,0.017,0.001,0.364,40.033203125,4174.6,1.548,8.940696716308594e-07,0.054128,True
deepprove,linear,OT,4632,12,0.84,0.018,0.001,0.361,40.033203125,4174.6,1.335,4.76837158203125e-07,0.074122,True
